time[s],ax[m/s^2],ay[m/s^2],az[m/s^2],awx[m/s^2],awy[m/s^2],awz[m/s^2],ar[rad],br[rad],gr[rad]
0,0.0314,-0.02785,-0.05272,0.0323,-0.02861,-0.05176,6.28237,-0.01413,-0.01761
0.011,0.0314,-0.02785,-0.05272,0.0323,-0.02861,-0.05176,6.28237,-0.01413,-0.01761
0.032,0.02568,-0.0413,-0.03146,0.0262,-0.04175,-0.03042,6.28233,-0.01411,-0.01766
0.053,-0.02575,-0.06353,0.02406,-0.02623,-0.06317,0.02449,6.28225,-0.01409,-0.01769
0.074,0.01727,-0.03918,-0.03655,0.01788,-0.03971,-0.03568,6.28212,-0.01407,-0.0177
0.095,-0.02322,-0.03826,-0.00841,-0.02312,-0.03835,-0.00829,6.28189,-0.01406,-0.01772
0.115,-0.00747,-0.02562,-0.01829,-0.00719,-0.02586,-0.01806,6.28148,-0.014,-0.01776
0.136,-0.00052,-0.02709,-0.00528,-0.00048,-0.02716,-0.0049,6.28118,-0.01399,-0.01775
0.158,0.00935,0.00106,-0.02129,0.00972,0.00074,-0.02113,6.28096,-0.01398,-0.01776
0.179,-0.00536,-0.00798,0.0064,-0.0055,-0.00788,0.00641,6.28066,-0.01397,-0.01778
0.2,-0.04259,-0.02575,0.01718,-0.04296,-0.02539,0.01677,6.28021,-0.01398,-0.0178
0.221,-0.00905,-0.01023,-0.02233,-0.00869,-0.01052,-0.02235,6.27995,-0.01396,-0.01779
0.241,-0.03994,0.01314,-0.01784,-0.03957,0.01301,-0.01873,6.27976,-0.01396,-0.01779
0.262,0.00384,0.00973,-0.02428,0.00431,0.00938,-0.02434,6.27962,-0.01395,-0.01778
0.283,-0.00232,-0.00338,-0.02548,-0.00189,-0.00373,-0.02547,6.27944,-0.01394,-0.01777
0.304,-0.01316,0.00599,-0.01485,-0.01288,0.00583,-0.01517,6.27942,-0.01396,-0.01778
0.325,-0.01005,0.01591,-0.02294,-0.00958,0.01562,-0.02333,6.27946,-0.01394,-0.01777
0.345,-0.03876,0.00141,0.00295,-0.0388,0.00158,0.00224,6.27951,-0.01394,-0.01776
0.366,-0.00563,-0.01021,-0.00199,-0.00563,-0.01022,-0.00194,6.27975,-0.01396,-0.01776
0.386,0.00528,0.00983,-0.01605,0.0056,0.00959,-0.01609,6.27987,-0.01396,-0.01776
0.407,-0.03609,-0.01784,0.01268,-0.03636,-0.01756,0.01228,6.28007,-0.01394,-0.01777
0.428,0.0034,-0.01235,0.00355,0.0033,-0.0123,0.00378,6.28021,-0.01394,-0.01777
0.449,-0.02368,-0.01382,0.00265,-0.02376,-0.01372,0.00242,6.2805,-0.01393,-0.0178
0.47,0.01452,-0.0283,-0.02353,0.01486,-0.02865,-0.02288,6.28068,-0.01393,-0.01779
0.491,-0.00917,-0.02574,0.00026,-0.00924,-0.02572,0.00046,6.28079,-0.01392,-0.01781
0.512,0.00368,-0.02718,-0.02264,0.00402,-0.0275,-0.02219,6.28093,-0.01391,-0.01782
0.533,0.00145,-0.01578,-0.02667,0.00189,-0.01615,-0.02642,6.28109,-0.01389,-0.01783
0.554,-0.01219,-0.03409,0.0079,-0.0124,-0.03396,0.00815,6.28115,-0.01392,-0.01783
0.575,-0.01216,-0.02365,-0.00497,-0.01212,-0.02369,-0.00486,6.28115,-0.01392,-0.01783
0.596,-0.02091,-0.03384,-0.00931,-0.02081,-0.03393,-0.00921,6.28112,-0.01394,-0.01784
0.617,-0.00907,-0.01633,-0.02218,-0.00871,-0.01662,-0.0221,6.28103,-0.01394,-0.01785
0.638,-0.00944,-0.03543,-0.00661,-0.0094,-0.0355,-0.00628,6.28093,-0.01395,-0.01786
0.658,-0.00721,-0.02417,-0.01768,-0.00695,-0.0244,-0.01747,6.28086,-0.01395,-0.01786
0.679,-0.01098,-0.02699,0.00297,-0.01109,-0.02693,0.00315,6.28078,-0.01396,-0.01786
0.7,-0.0153,-0.02384,-0.02022,-0.01499,-0.02409,-0.02016,6.28056,-0.01396,-0.01789
0.721,-0.00437,-0.01738,-0.028,-0.00391,-0.01776,-0.02783,6.28045,-0.01394,-0.01792
0.742,-0.01689,-0.01918,0.00357,-0.017,-0.01908,0.00354,6.28033,-0.01394,-0.01791
0.762,-0.01068,-0.00584,-0.01049,-0.01051,-0.00596,-0.0106,6.28025,-0.01395,-0.01791
0.783,-0.01695,-0.01853,-0.01813,-0.01668,-0.01874,-0.01817,6.2801,-0.01393,-0.0179
0.804,-0.01108,-0.01018,-0.01364,-0.01087,-0.01034,-0.01369,6.28006,-0.01393,-0.0179
0.825,-0.01116,-0.01409,-0.01379,-0.01096,-0.01425,-0.01379,6.28005,-0.01393,-0.01791
0.846,-0.00979,-0.0088,-0.01034,-0.00963,-0.00891,-0.01039,6.28001,-0.01393,-0.01791
0.867,-0.00816,-0.00953,-0.00391,-0.00811,-0.00956,-0.00392,6.28002,-0.01392,-0.01791
0.888,-0.01963,-0.00589,-0.00751,-0.01951,-0.00594,-0.00777,6.28004,-0.01388,-0.01792
0.908,0.00589,-0.02303,-0.01559,0.0061,-0.02327,-0.01516,6.28007,-0.01389,-0.01791
0.929,-0.01663,-0.01366,-0.00826,-0.01652,-0.01372,-0.00836,6.2801,-0.01388,-0.01792
0.95,-0.01107,-0.0287,-0.00586,-0.01105,-0.02875,-0.00566,6.28021,-0.01389,-0.01793
0.97,-0.01531,-0.01598,-0.02501,-0.01491,-0.01628,-0.02506,6.28028,-0.01389,-0.01792
0.991,-0.01498,-0.01753,-0.01034,-0.01484,-0.01763,-0.01037,6.28033,-0.0139,-0.01793
1.012,0.00061,-0.03542,-0.01498,0.00077,-0.03563,-0.01447,6.28037,-0.01392,-0.01793
1.033,-0.00977,-0.02487,-0.01333,-0.00959,-0.02503,-0.01316,6.28045,-0.01391,-0.01795
1.054,-0.01594,-0.03812,-0.0033,-0.01598,-0.03813,-0.00306,6.28048,-0.01393,-0.01795
1.075,-0.00806,-0.02021,-0.01782,-0.0078,-0.02044,-0.01768,6.28052,-0.01393,-0.01794
1.096,-0.01168,-0.01475,-0.00705,-0.01159,-0.01482,-0.00705,6.28052,-0.01394,-0.01795
1.117,-0.01529,-0.01349,-0.00913,-0.01516,-0.01358,-0.00922,6.28052,-0.01397,-0.01795
1.137,-0.01636,-0.03217,-0.01393,-0.01619,-0.03232,-0.01377,6.2805,-0.01398,-0.01794
1.158,-0.0067,-0.01818,-0.01273,-0.00652,-0.01834,-0.01259,6.28048,-0.01398,-0.01793
1.179,-0.02124,-0.02462,-0.00031,-0.02129,-0.02457,-0.00034,6.28044,-0.01398,-0.01793
1.2,-0.01496,-0.00669,-0.00001,-0.01497,-0.00666,-0.00019,6.2804,-0.01397,-0.01792
1.22,-0.00229,-0.00277,-0.00421,-0.00222,-0.00282,-0.00421,6.28038,-0.01397,-0.01791
1.242,0.00619,0.00083,-0.00136,0.00621,0.00079,-0.00126,6.28035,-0.01397,-0.01791
1.263,-0.01073,-0.02149,-0.00256,-0.01075,-0.0215,-0.00245,6.2803,-0.01397,-0.01791
1.285,-0.00586,-0.00734,-0.00869,-0.00573,-0.00745,-0.00869,6.28027,-0.01398,-0.0179
1.306,-0.0337,-0.01554,-0.00884,-0.03359,-0.01558,-0.00923,6.28023,-0.01398,-0.0179
1.328,-0.01321,-0.00847,-0.02141,-0.01285,-0.00873,-0.02153,6.28019,-0.01397,-0.0179
1.348,-0.01175,-0.02184,-0.01976,-0.01146,-0.02209,-0.01966,6.28015,-0.01398,-0.01792
1.369,-0.00817,-0.01853,-0.00135,-0.0082,-0.01853,-0.00124,6.28015,-0.01399,-0.01794
1.39,-0.02042,-0.00031,-0.01258,-0.02019,-0.00043,-0.01293,6.28015,-0.01401,-0.01792
1.41,-0.00125,-0.02006,-0.01691,-0.001,-0.02029,-0.01665,6.28015,-0.01401,-0.01794
1.432,-0.01862,-0.00289,-0.01048,-0.01844,-0.00298,-0.01077,6.28017,-0.014,-0.01795
1.452,-0.01162,-0.02691,-0.00958,-0.01152,-0.02701,-0.00941,6.28021,-0.01399,-0.01794
1.473,-0.01717,-0.01857,-0.00554,-0.01712,-0.0186,-0.00558,6.28021,-0.01401,-0.01796
1.494,-0.00102,-0.01238,-0.01407,-0.0008,-0.01257,-0.01391,6.28023,-0.014,-0.01797
1.515,0.00386,-0.02056,-0.01137,0.00401,-0.02073,-0.01101,6.28024,-0.014,-0.01798
1.536,-0.01733,-0.00404,-0.01675,-0.01703,-0.00422,-0.01701,6.28024,-0.01401,-0.01799
1.557,-0.00269,-0.0105,-0.0202,-0.00236,-0.01078,-0.02009,6.28024,-0.014,-0.01799
1.577,-0.01891,-0.00427,-0.00837,-0.01877,-0.00434,-0.00865,6.28025,-0.014,-0.018
1.598,0.00437,-0.01975,-0.00763,0.00445,-0.01986,-0.00727,6.28022,-0.01401,-0.01799
1.619,-0.01473,-0.01005,-0.02214,-0.01436,-0.01032,-0.02226,6.28021,-0.01402,-0.01798
1.64,-0.00767,-0.01646,-0.00329,-0.00766,-0.01648,-0.00319,6.28021,-0.01401,-0.018
1.66,-0.00994,-0.02043,-0.02109,-0.00962,-0.02069,-0.02098,6.28022,-0.01398,-0.01801
1.681,-0.02396,-0.01971,-0.01256,-0.02378,-0.01982,-0.01271,6.28021,-0.01398,-0.01804
1.702,-0.02153,-0.02688,-0.00972,-0.02143,-0.02696,-0.00973,6.28023,-0.01398,-0.01804
1.723,-0.01557,-0.02129,-0.01406,-0.01537,-0.02144,-0.01404,6.28022,-0.01396,-0.01804
1.744,-0.02986,-0.01397,-0.00553,-0.0298,-0.01396,-0.00587,6.2802,-0.01396,-0.01806
1.765,-0.04648,0.05617,-0.01182,-0.04611,0.05611,-0.01343,6.28048,-0.01391,-0.01806
1.786,-0.18723,0.67261,-0.02439,-0.18569,0.67245,-0.03711,6.28161,-0.0139,-0.01806
1.807,-0.23734,0.90354,-0.01811,-0.23782,0.90292,-0.03495,0.00093,-0.01392,-0.01801
1.828,-0.32078,1.15759,-0.04729,-0.32786,1.1545,-0.06926,0.00691,-0.01402,-0.01791
1.849,-0.38083,1.16601,-0.0268,-0.40531,1.15695,-0.05016,0.02154,-0.01427,-0.01769
1.87,-0.34398,1.1535,-0.00211,-0.38412,1.14049,-0.02486,0.03507,-0.01452,-0.01745
1.89,-0.41332,1.12365,0.04113,-0.46658,1.10323,0.01746,0.04724,-0.01471,-0.01725
1.911,-0.41889,1.16155,-0.02232,-0.48856,1.13326,-0.04682,0.0611,-0.01496,-0.01701
1.932,-0.51116,1.11037,-0.04539,-0.61872,1.05281,-0.07102,0.10015,-0.01559,-0.01631
1.953,-0.53717,1.10617,0.03002,-0.66591,1.03422,0.00386,0.11975,-0.01589,-0.01598
1.974,-0.58459,1.09529,-0.05902,-0.7391,0.99561,-0.08592,0.14854,-0.01634,-0.01544
1.994,-0.67355,1.09216,-0.03449,-0.84993,0.95987,-0.06281,0.17213,-0.01669,-0.01501
2.015,-0.76971,1.07051,-0.0414,-0.9959,0.86217,-0.07078,0.2338,-0.01755,-0.01378
2.036,-0.85958,1.02352,-0.01763,-1.09571,0.76417,-0.04729,0.26309,-0.01791,-0.01319
2.057,-0.91309,1.03632,-0.00926,-1.17395,0.72667,-0.03966,0.2941,-0.0183,-0.01253
2.078,-1.01797,1.02286,0.01661,-1.29972,0.62713,-0.01445,0.33813,-0.01879,-0.01163
2.099,-1.20612,0.97276,-0.03729,-1.49809,0.39175,-0.06821,0.42252,-0.01965,-0.0098
2.12,-1.28004,0.93976,-0.01276,-1.56417,0.27084,-0.04298,0.46156,-0.01999,-0.00893
2.141,-1.41354,0.91296,0.00084,-1.67824,0.11937,-0.02904,0.50227,-0.02033,-0.00802
2.162,-1.5027,0.858,0.0143,-1.72899,-0.06999,-0.01355,0.55919,-0.02072,-0.0067
2.183,-1.70622,0.82589,0.01233,-1.85802,-0.37554,-0.013,0.65018,-0.0212,-0.00458
2.204,-1.84059,0.79283,-0.00698,-1.90958,-0.60749,-0.02961,0.71453,-0.02141,-0.00307
2.225,-1.88614,0.75479,0.00558,-1.88348,-0.76128,-0.01419,0.76471,-0.02152,-0.00187
2.246,-2.0334,0.72255,-0.01896,-1.91854,-0.98746,-0.03584,0.8165,-0.02157,-0.00064
2.267,-2.24816,0.65551,-0.03707,-1.84952,-1.43614,-0.04574,0.9436,-0.02145,0.0024
2.287,-2.42544,0.58064,-0.01687,-1.79754,-1.72877,-0.0201,1.00075,-0.02126,0.00376
2.308,-2.56357,0.5581,-0.01492,-1.70163,-1.99698,-0.01216,1.07939,-0.02087,0.00562
2.329,-2.6655,0.53323,-0.02359,-1.597,-2.1998,-0.01575,1.14021,-0.02045,0.00703
2.35,-3.0197,0.42573,-0.00412,-1.25149,-2.78088,0.01883,1.28812,-0.01915,0.0103
2.37,-3.06558,0.40423,-0.00843,-1.05439,-2.90674,0.01995,1.35407,-0.01845,0.01169
2.392,-3.25013,0.33569,-0.00901,-0.74325,-3.18164,0.02907,1.4444,-0.01732,0.01351
2.412,-3.39087,0.30192,-0.05702,-0.49404,-3.36871,-0.01156,1.51393,-0.01631,0.01486
2.433,-3.64953,0.18565,-0.03167,0.21989,-3.64764,0.03069,1.68195,-0.01356,0.01778
2.454,-3.89406,0.12397,-0.00874,0.59584,-3.84969,0.06341,1.75638,-0.0122,0.01892
2.474,-3.9748,0.08593,0.01419,0.9432,-3.86114,0.09254,1.83226,-0.01071,0.01995
2.494,-4.12708,0.03326,-0.01734,1.44061,-3.86704,0.06988,1.93561,-0.00855,0.0212
2.516,-4.3954,-0.0743,-0.00753,2.26463,-3.7667,0.09253,2.09531,-0.005,0.02268
2.537,-4.62148,-0.12399,0.0051,2.83682,-3.64871,0.11332,2.20489,-0.00243,0.02336
2.557,-4.78523,-0.201,-0.01835,3.29841,-3.47141,0.09508,2.28867,-0.00044,0.02369
2.578,-4.92071,-0.23205,0.00983,3.70028,-3.24949,0.12672,2.37379,0.00161,0.02383
2.599,-5.29844,-0.37405,-0.00142,4.67717,-2.51452,0.12086,2.57766,0.0065,0.02354
2.62,-5.51242,-0.45636,-0.02604,5.17327,-1.95546,0.09585,2.69742,0.0093,0.02288
2.641,-5.61827,-0.49015,0.00739,5.44057,-1.47967,0.12637,2.78874,0.01139,0.02218
2.661,-5.79679,-0.61213,-0.00244,5.75828,-0.89834,0.11248,2.88133,0.01342,0.02125
2.682,-6.10998,-0.78354,0.01024,6.13508,0.5432,0.10824,3.102,0.01784,0.01833
2.703,-6.2606,-0.89963,-0.02622,6.19889,1.25505,0.06113,3.19841,0.01956,0.01677
2.724,-6.37507,-0.96425,0.01018,6.15014,1.93387,0.08548,3.2958,0.02113,0.01501
2.745,-6.50112,-1.10723,-0.00145,5.92531,2.89453,0.05402,3.42706,0.02294,0.01244
2.765,-6.76889,-1.27134,-0.04433,5.24824,4.45998,-0.0267,3.66036,0.02529,0.00735
2.787,-6.88609,-1.29537,0.0106,4.85087,5.05622,0.01154,3.76167,0.02592,0.00501
2.807,-7.00395,-1.37322,-0.02156,4.34864,5.65945,-0.03932,3.8637,0.02632,0.00262
2.828,-7.1088,-1.49453,-0.01856,3.5118,6.35864,-0.06284,4.00073,0.02646,-0.00067
2.85,-7.24407,-1.66423,-0.01769,2.04475,7.1453,-0.10102,4.20811,0.02579,-0.00558
2.871,-7.33062,-1.73876,-0.03193,0.9958,7.46668,-0.13931,4.34728,0.02476,-0.00878
2.891,-7.36309,-1.77154,-0.00397,0.18606,7.56985,-0.12747,4.45201,0.02373,-0.01107
2.911,-7.3926,-1.87929,-0.01688,-0.97483,7.56349,-0.16122,4.59199,0.02199,-0.01394
2.932,-7.4414,-1.97761,-0.00663,-2.63499,7.23267,-0.17535,4.80233,0.01863,-0.01773
2.954,-7.40583,-1.98521,-0.05042,-3.61836,6.75613,-0.22841,4.94252,0.01585,-0.01979
2.974,-7.53299,-2.09457,0.08989,-4.4557,6.42483,-0.09765,5.04769,0.01371,-0.02108
2.995,-7.50705,-2.05106,0.03851,-5.0542,5.91577,-0.15131,5.15287,0.01144,-0.02216
3.016,-7.50263,-1.9354,-0.01938,-6.24756,4.57824,-0.20822,5.39838,0.00574,-0.02369
3.037,-7.46484,-1.92321,-0.06688,-6.65839,3.87679,-0.25153,5.50375,0.00321,-0.02391
3.058,-7.57702,-1.93674,0.03825,-7.23643,2.9627,-0.14205,5.6443,-0.00014,-0.02383
3.079,-7.52547,-1.98432,-0.02361,-7.48697,2.11617,-0.19475,5.74976,-0.0026,-0.02343
3.099,-7.48192,-2.00024,-0.04304,-7.73995,0.19982,-0.18771,5.99585,-0.00816,-0.02152
3.12,-7.58322,-1.96629,0.00869,-7.8127,-0.56366,-0.12493,6.10128,-0.01039,-0.02031
3.141,-7.49099,-1.97244,-0.02578,-7.61814,-1.39633,-0.14245,6.2067,-0.01246,-0.01886
3.162,-7.56121,-1.90685,-0.0128,-7.42226,-2.38875,-0.11009,0.06406,-0.015,-0.01665
3.183,-7.61299,-1.8712,0.05357,-6.67828,-4.10639,-0.00282,0.31024,-0.01856,-0.01197
3.204,-7.56821,-1.84726,0.00371,-6.17598,-4.7483,-0.03334,0.41591,-0.0197,-0.00971
3.224,-7.61501,-1.80278,0.05068,-5.70392,-5.35773,0.03219,0.52169,-0.02061,-0.00731
3.245,-7.61121,-1.81983,0.01191,-5.09212,-5.94244,0.01398,0.6276,-0.02126,-0.00481
3.266,-7.61847,-1.817,-0.06187,-3.48686,-7.01341,-0.01418,0.8752,-0.02175,0.00107
3.287,-7.63563,-1.852,-0.02085,-2.44168,-7.46783,0.05272,1.01693,-0.02139,0.00445
3.308,-7.64044,-1.87152,-0.01695,-1.61982,-7.69739,0.07483,1.12331,-0.0208,0.00692
3.329,-7.59169,-1.89423,-0.05658,-0.75516,-7.78794,0.05201,1.2297,-0.01995,0.00933
3.35,-7.58665,-1.91432,-0.0209,1.20012,-7.73093,0.1216,1.47784,-0.017,0.0145
3.371,-7.57506,-1.84945,0.04902,1.94769,-7.54785,0.20204,1.58417,-0.01536,0.01646
3.391,-7.56563,-1.85297,-0.01556,2.99855,-7.18738,0.15048,1.72604,-0.01289,0.01879
3.412,-7.58209,-1.89152,0.02249,3.78622,-6.83318,0.19659,1.83248,-0.01081,0.02027
3.433,-7.54213,-1.92472,-0.02349,5.36064,-5.64155,0.15901,2.08086,-0.00541,0.02282
3.454,-7.54212,-1.91046,-0.01581,5.91796,-5.04811,0.16698,2.18727,-0.00294,0.02349
3.475,-7.52116,-1.98534,-0.02081,6.61222,-4.09427,0.15899,2.32903,0.00045,0.02403
3.495,-7.47176,-2.00021,-0.00293,6.98095,-3.3264,0.17134,2.43522,0.00302,0.02414
3.516,-7.43095,-2.04605,0.01321,7.56683,-1.45619,0.16769,2.68251,0.00892,0.02325
3.537,-7.39458,-2.0228,-0.0011,7.6366,-0.65872,0.14141,2.78825,0.01134,0.02238
3.558,-7.38686,-2.05396,-0.006,7.66396,0.18185,0.12296,2.89382,0.01366,0.02126
3.579,-7.33772,-1.96237,-0.04346,7.34086,1.95044,0.05074,3.13979,0.0185,0.01779
3.6,-7.35256,-1.9736,0.01135,7.10784,2.72508,0.08883,3.24514,0.02027,0.01598
3.621,-7.33857,-1.94171,-0.03259,6.65148,3.65831,0.02187,3.38564,0.02234,0.01333
3.642,-7.35242,-2.00169,-0.00906,6.22213,4.3988,0.02585,3.49101,0.02365,0.01119
3.662,-7.35309,-1.99791,-0.03537,5.72824,5.0247,-0.01936,3.59634,0.02472,0.00889
3.683,-7.33808,-2.04726,0.04367,4.29128,6.29486,0.01352,3.84183,0.02621,0.00321
3.704,-7.33216,-2.04592,-0.05149,3.60664,6.70306,-0.10065,3.94689,0.02642,0.00067
3.724,-7.34258,-2.04239,0.02706,2.64384,7.14797,-0.04667,4.08689,0.02628,-0.00273
3.745,-7.32929,-2.00503,-0.00482,1.90728,7.35472,-0.09504,4.19184,0.02585,-0.00524
3.766,-7.37528,-1.97768,0.00113,0.10568,7.63406,-0.12596,4.43686,0.02389,-0.01083
3.787,-7.39778,-1.9741,-0.03571,-0.68753,7.62375,-0.17681,4.54196,0.02265,-0.01303
3.808,-7.41062,-1.93893,0.01528,-1.44949,7.52044,-0.13746,4.64718,0.02117,-0.01508
3.829,-7.4747,-1.92326,-0.02802,-2.47636,7.30755,-0.19535,4.78765,0.01887,-0.01754
3.85,-7.55155,-1.87202,-0.00421,-4.16014,6.57175,-0.18891,5.034,0.01406,-0.02098
3.871,-7.56708,-1.94506,-0.01788,-4.90371,6.07904,-0.20797,5.1398,0.01176,-0.0221
3.892,-7.58046,-1.96528,0.00856,-5.5437,5.52805,-0.18401,5.24567,0.00936,-0.02298
3.912,-7.58082,-2.00985,-0.01083,-6.30153,4.66455,-0.20284,5.38688,0.00603,-0.02373
3.933,-7.59396,-1.92798,-0.03623,-7.10045,3.3048,-0.22012,5.59887,0.00097,-0.02397
3.955,-7.66749,-1.89911,-0.00294,-7.54481,2.33256,-0.17897,5.74043,-0.00239,-0.02355
3.975,-7.63877,-1.84328,-0.03262,-7.69996,1.55588,-0.19865,5.84682,-0.00486,-0.02291
3.996,-7.7566,-1.86703,-0.00367,-7.9633,0.46045,-0.1565,5.989,-0.00803,-0.02164
4.017,-7.79208,-1.89486,-0.04656,-7.91697,-1.26553,-0.17101,6.20281,-0.01238,-0.01898
4.038,-7.80107,-1.92468,0.01429,-7.66494,-2.40883,-0.08727,0.06239,-0.01496,-0.01671
4.059,-7.79444,-1.95669,0.02846,-7.3518,-3.24514,-0.05422,0.16958,-0.01663,-0.01478
4.079,-7.81051,-1.90997,0.02021,-6.99056,-3.97274,-0.04423,0.27681,-0.01813,-0.01268
4.1,-7.77994,-1.99759,-0.03671,-5.71781,-5.6412,-0.0517,0.52713,-0.02065,-0.00723
4.121,-7.78489,-1.94964,0.00892,-5.11442,-6.18451,0.01378,0.63441,-0.02132,-0.00472
4.142,-7.77229,-1.97006,-0.0273,-4.15704,-6.85634,0.00535,0.77747,-0.02174,-0.00131
4.162,-7.76418,-1.88216,-0.05274,-3.46132,-7.20049,-0.00192,0.88482,-0.02174,0.00127
4.183,-7.78473,-1.87267,-0.04553,-1.58442,-7.84846,0.0491,1.1356,-0.02071,0.00717
4.204,-7.81575,-1.85635,0.04562,-0.75879,-7.99585,0.15737,1.2433,-0.01981,0.0096
4.225,-7.79535,-1.92206,-0.0543,0.17535,-8.02673,0.07465,1.35103,-0.01868,0.01194
4.246,-7.7901,-1.94738,0.03852,1.34642,-7.91401,0.18685,1.49465,-0.01677,0.01485
4.267,-7.77579,-1.92955,0.02052,2.98572,-7.43207,0.19056,1.7098,-0.01337,0.01855
4.288,-7.6593,-2.13193,0.01518,4.17883,-6.76089,0.19492,1.8531,-0.0104,0.02058
4.309,-7.76563,-1.9487,-0.00124,4.75025,-6.44234,0.1837,1.96041,-0.00821,0.02176
4.329,-7.5838,-2.02247,-0.02333,5.59205,-5.50528,0.16102,2.10344,-0.00493,0.02299
4.35,-7.63424,-2.06907,0.051,6.70242,-4.19383,0.23355,2.31769,0.00014,0.02395
4.371,-7.60539,-2.00436,-0.00862,7.16885,-3.23095,0.16725,2.46034,0.00354,0.02406
4.392,-7.61943,-2.06608,0.10112,7.51646,-2.40098,0.26981,2.56726,0.00611,0.0238
4.413,-7.58119,-2.01271,0.02211,7.82538,-0.5115,0.16616,2.81648,0.01189,0.02216
4.434,-7.49235,-2.0195,-0.05535,7.75173,0.34929,0.07349,2.92317,0.01422,0.02103
4.455,-7.54887,-2.07623,0.01263,7.732,1.2233,0.12653,3.02975,0.01639,0.0196
4.476,-7.45352,-2.09415,-0.02876,7.38662,2.31849,0.06086,3.17162,0.01904,0.01738
4.497,-7.44365,-2.09133,0.01365,6.72321,3.81783,0.06651,3.38387,0.02232,0.01338
4.518,-7.44348,-2.06668,0.04602,6.12769,4.70369,0.07382,3.52512,0.02405,0.01042
4.539,-7.4836,-2.00346,0.0197,5.6623,5.28734,0.02963,3.631,0.02505,0.00804
4.559,-7.4271,-2.00797,0.00941,5.0231,5.82772,-0.00058,3.73688,0.0258,0.00563
4.58,-7.45315,-2.00949,0.03127,3.46213,6.89939,-0.02387,3.98394,0.02648,-0.00026
4.6,-7.47037,-2.05258,-0.00075,2.68988,7.26487,-0.07565,4.08979,0.02632,-0.00279
4.621,-7.4458,-2.04767,-0.08606,1.63624,7.54513,-0.18431,4.23094,0.0257,-0.00613
4.642,-7.46782,-2.02415,-0.03535,0.85914,7.68806,-0.14981,4.33678,0.02492,-0.00858
4.663,-7.49051,-2.05209,0.03447,-1.07141,7.69148,-0.11493,4.58364,0.02214,-0.01388
4.684,-7.52851,-2.07353,0.00122,-1.8969,7.57323,-0.16128,4.68938,0.02056,-0.01593
4.705,-7.46399,-2.04323,-0.00003,-2.90413,7.17089,-0.1738,4.8303,0.01814,-0.01832
4.726,-7.52911,-2.03045,0.01084,-3.64645,6.89089,-0.1715,4.93595,0.0161,-0.01988
4.747,-7.56865,-1.84747,-0.05336,-5.07343,5.90773,-0.24375,5.18276,0.01069,-0.02255
4.768,-7.68126,-1.93308,0.01213,-5.80534,5.38547,-0.18306,5.28887,0.00831,-0.02332
4.789,-7.55853,-1.77497,-0.10989,-6.14143,4.74203,-0.29997,5.39509,0.00573,-0.02381
4.809,-7.75318,-1.99739,0.05105,-7.04798,3.79608,-0.14043,5.537,0.0024,-0.02408
4.83,-7.74781,-2.03306,0.03867,-7.70509,2.18539,-0.13839,5.75011,-0.00271,-0.02356
4.851,-7.6263,-1.97104,-0.02411,-7.8002,1.0812,-0.18452,5.89231,-0.00599,-0.02259
4.871,-7.79782,-1.9636,0.02657,-8.03473,0.2999,-0.12532,5.99902,-0.00836,-0.02158
4.893,-7.73883,-1.95653,0.00961,-7.96151,-0.56188,-0.12701,6.10579,-0.01057,-0.02033
4.914,-7.72654,-1.87139,-0.07849,-7.56886,-2.42662,-0.17768,0.0722,-0.01515,-0.01651
4.935,-7.86784,-1.89371,0.04342,-7.28179,-3.53063,-0.03291,0.21515,-0.01734,-0.01388
4.956,-7.80815,-1.8922,0.0006,-6.80469,-4.27092,-0.05541,0.32256,-0.01872,-0.01171
4.976,-7.84834,-1.86383,-0.03086,-6.35493,-4.96806,-0.0674,0.43014,-0.01984,-0.00937
4.998,-7.82575,-1.87754,-0.08087,-4.89196,-6.39047,-0.06832,0.68174,-0.0215,-0.00356
5.019,-7.91749,-1.92319,0.03315,-4.20886,-6.9762,0.06708,0.78977,-0.02174,-0.00099
5.04,-7.88336,-1.92106,0.03015,-3.14488,-7.47931,0.09129,0.93392,-0.02162,0.00249
5.06,-7.89188,-1.94036,0.02344,-2.30749,-7.79179,0.10441,1.042,-0.02125,0.00504
5.08,-7.86265,-1.96637,-0.04909,-0.2574,-8.10053,0.07342,1.2941,-0.01926,0.01077
5.101,-7.84056,-1.98753,0.04207,0.64018,-8.06128,0.17986,1.40209,-0.01799,0.01302
5.122,-7.81396,-1.93744,-0.04604,1.45847,-7.91681,0.10386,1.5101,-0.01646,0.0151
5.143,-7.79742,-1.97855,-0.01472,2.61858,-7.60493,0.1503,1.65411,-0.01411,0.01758
5.164,-7.80309,-2.01872,0.02399,4.47022,-6.70361,0.20698,1.90591,-0.00924,0.02107
5.185,-7.72258,-2.02399,0.00758,5.13611,-6.10885,0.19277,2.01367,-0.00688,0.02218
5.205,-7.72883,-2.0398,-0.01421,5.77997,-5.51886,0.1729,2.1213,-0.00445,0.02304
5.226,-7.66654,-2.05889,-0.00769,6.48411,-4.57602,0.17698,2.26463,-0.00106,0.0238
5.246,-7.61327,-2.11149,0.01682,7.29949,-3.01686,0.19083,2.47895,0.00407,0.02399
5.267,-7.53953,-2.1088,-0.05912,7.59017,-1.91678,0.102,2.62138,0.00749,0.02347
